question,answer
夢見夫婦互相慪氣,雖然對別人做的事情不放心，但對結果還算滿意。
夢見夫婦同時參加婚禮,因突發事件，造成夫婦不和或不信任的徵兆。
夢見夫婦共同參加宴會,品嚐美食，家庭發生風波、事故、破財等事情。
夢見夫婦激烈地吵架或辱罵,家庭出現糾紛等不祥之事或有疾病、破財之兆。
夢見夫婦之間邊撕打邊爭吵,這是妻子或丈夫的健康狀況惡化的徵兆。
夢見夫婦在談話,則預示夫妻將會分離。
夢見在世的母親與世長辭,會得到母親的祝福和表揚。
夢見公共汽車或火車開動時,母親擺手叫自己下來，這是警告要終止目前進行的事情或計劃的夢。
夢見母親臉色可怕的追趕你或掐你的脖子,這是反映你自己潛意識的夢境，因為在現實生活中你對自己的母親有很大的負罪感，所以才做這樣的夢。
夢見母親大發雷霆拿你出氣或喝斥你,這是告知你可能會在不知不覺中出現大閃失的夢境。
夢見自己的母親照顧多名小孩,預示自己的能力得不到認可，挫折感油然而生或成為別人的談資，又或者捲入是非中的夢。
夢見母親給變成嬰兒的你餵母乳,將會出現好幫手，助你一臂之力。
夢見自己成了嬰兒,但母親卻照看著別人家的嬰兒，這是暗示推進的事情不知不覺地成全了別人的好事。
夢見自己成了孩童對母親撒嬌,這是暗示陷入了難以自拔的泥潭中的夢境。
夢見白痴或者傻子,暗示遭受損失和失敗，還意味著不被人理解或遭到反對。
夢見有外國高級外交官出現,你將通過有影響的朋友而獲得社會和經濟地位的升遷。
夢見當了圖書館館長,會交上新朋友。
夢見合夥人和自己關係密切,相互間有深厚的信任，就象徵著朋友。
夢見軍隊打敗了,倒黴的日子將要到來。
夢見軍隊勝利了,寓意著要交好運。
夢見自己是看門人或者看見一位看門人,意味著任務增加，這些任務看似艱鉅但最終有益。
夢見你跟女招待一起玩,意味著你會遭女難，此時的你剛好有外遇了，你將會和外遇對象分離。
夢見鐵公雞送錢給自己,會被偷竊。
夢見爺爺奶奶,在家庭生活中，爺爺奶奶給人一種延續感。
夢見與清潔工吵架,意味著會臭名遠揚。
夢見自己原諒了仇人,表示人際關係融洽，朋友眾多，並會給你帶來很多機會。
夢見懷孕\t有一位結婚多年未能懷孕的婦女,夢到自己懷孕，這是夢境“日有所思，夜有所夢”的充分體現。
夢見懷孕\t他們做這樣的夢和現實中的生小孩可能有關,但從另一方面來說，也會傳達出他們自己的某些願望。
夢見婀娜多姿、婷婷玉立的,是祥瑞。
夢見老同學要出遠門,一路平安，有友相伴。
夢見陌生女人的話,代表異性緣好，已婚的男士需要注意自己的言語以及待人接物，切勿招惹愛慕而發生婚外情。
夢見自己懷孕,"預示著你想有個可愛、健康、聰明伶俐的寶寶，但你現在卻不能實現的焦急情緒，建議你儘量放鬆精神,因為太緊張的話對妊娠也是不健康的。"
夢見老情人偶然夢見老情人,往往顯示夢者對身邊伴侶有所不滿，而伴侶無意作出遷就。
夢見老情人很多人會發現,當他好不容易走出上次感情的陰影，碰到一個令他心動的對象時，舊日情人反而在夢中頻繁出現。
夢見老情人或許你真的覺得寂寞了,很想渴望愛情的到來。
夢見與情人私奔,出行會有兇險;夢見同情人雨中散步，兩人會分離。
夢見抓住或打敗賊人,所求的東西或願望會實現。
夢見自己被頭公牛追趕,這可能意味著害怕與男人的性關係。
夢見一頭公年正在村子裡大路上橫衝直撞,跳進了水池，一下子變成了一天鵝，平靜而優雅地在水面遊動著。
夢見一頭老老實實的普通牛,那麼它代表的只是勤勞，有時，夢見牛代表你現在工作得太疲勞了。
夢見狗熊,意味著將要遇到強敵。
夢見自己被狗熊咬死,意味著被強敵打敗，遭遇不幸。
夢見狗熊撲向自己,意味著仇人將會長期和自己作對。
夢見狗熊從山頂沿著崎嶇的山路下來,會與別人打官司，整天不得安寧。
夢見黑熊向你襲擊,"暗示會出現很難克服的障礙,有時也預示會有疾病降臨。"
夢見瘦骨嶙峋的黃牛臥在自己面前,會患重病，臥床不起。
夢見強壯肥胖的牛犢,是祥兆，能發財得貴子。
夢見犀牛攻擊犀 牛,敵人的陰謀會得成。
夢見狒拂從雲中走來,要注意防小小偷。
夢見狒拂看見狗嚇得大哭,預示著求名得名，求利得利，所志必遂。
夢見膘肥體壯的肥奶牛,生活富裕。
夢見瘦骨嶙峋的奶牛,大難將臨。
夢見產奶量高的牛,要走紅運，發大財。
夢見奶牛在前,"牛犢在後,妻子即將臨產。"
夢見自己己被獅子咬傷,你的性格很勇猛，面對困難會臨危不懼，只要堅持自己的個性，再大的困難也會被攻克。
夢見獅子吞食人,預示自己性格中不足的方面，也預示自己或其他人可能面臨危險。
夢見老虎撲向的動物,你與朋友關係很好，經常為朋友的不好處境擔憂。
夢見狗咬自已,意味著夢者和朋友會發生分歧，受到孤立。
夢見打貓或者抓貓,預示你可能會遭到小偷或強盜入室，但最終壞人會被抓獲，你不會蒙受很大損失。
夢見鼠鼠咬人衣所求得,鼠大走主有善事。
夢見牛黃牛來家主富貴,牛角有血主三公。
夢見虎騎虎行者惡事無,猛虎大吼主得官。
夢見兔群兔上來得貴官,白兔入家主吉祥。
夢見龍乘龍上天主大貴,龍蛇入門主得財。
夢見蛇蛇隨人去妻外心,蛇赤黑口知兇吉。
夢見馬馬行千里大喜至,馬馱錢物失祿位。
夢見羊羊依豚行行人至,殺羊打羊主病兇。
夢見猴山猴主有爭訟獄,白猿主有祿位得。
夢見雞食雞鴨等肉者吉,殺雞鴨者主人吉。
夢見狗豺狼惡狗有盜賊,犬吠人鬼來求食。
夢見豬豬豕變人官事至,殺豬吉豬自死兇。
夢見捕撈鱒魚,暗示最近你的財運會有所上升，你的付出會獲得回報，繼續努力吧。
夢見做鱒魚,這意胃味著你生活富裕，是一個會享受的人。
夢見捕銀魚,會遇到大危險。
夢見被美人魚咬咬,病情會加重。
夢見壁虎掙斷尾巴,則意味著孩子會住院。
夢見捕到的鯛魚溜掉了,則有出人頭地的象徵。
夢見鯛魚被做成料現,表示你最近會有結婚或生孩子的喜事。
夢見抓到魚又會代表著年年有餘嗎?\t夢見抓魚,預示夢者近期將會有財運。
夢見買死魚要出遠門,小心有危險，最好取消。
夢見自己吃鳥,預示你可能將面臨一段苦悶的日子，但是苦悶後，將有財運。
夢見孔雀,象徵著你的前途光明，在事業上特別有發展。
夢見獵孔雀,提醒你要注意休息，補充營養，表示你身體有些衰弱，當心積勞成疾。
夢見在飛跑,意味著最近你將有一次出乎預料的旅行;夢見鵝在水中悠閒地遊，預示著你的生活平靜安寧。
夢見送別人鸚鵡,預示你可能會被人討厭。
夢見金絲鳥優美叫聲,是夢者快樂的象徵，女性夢見會獲得榮譽。
夢見起舞的孔雀,預示著你才華出眾，最終能做出卓越的成績。
夢見開屏的孔雀,意味著富貴吉祥。
夢見只有一雙仙鶴,會和親愛的人分離。
夢見鶴入懷中,會懷孕，並生一個男孩。
夢見禿鷲從頭頂飛過去不久要離開人世,或身患重病。
夢見布穀鳥飛翔,或是布穀鳥叫，預示你可能會收到壞消息，要經歷失戀或離婚這樣的事情。
夢見鶚集聚在屋裡,吉祥之兆。
夢見在原野飛,有倉皇不安之意，有憂戚未舒之貌，預示著兄弟有難。
夢見打消滅死飛蛾,意味著將受到憂慮的折磨，經濟受損。
夢見飛蛾投火(油燈或蠟燭),意味著朋友會為自己赴湯蹈火，幫自己度過難關。
夢到甲克蟲,通常與童年的回憶有關，也表示最近麻煩事情多，心情會很糟糕。
夢到甲克蟲顏色豐富,說明童年的充實快樂另外則反映生活中可能碰到一些事物，讓你的思緒與感受，又回去從前，那種簡單的體驗。
夢見自己深愛的寵物,就意味著憂愁。
夢見和自己的寵物一起玩,意味著妻子健康不佳，為沒有子嗣而煩惱。
夢見自己的寵物,會對婚姻充滿了憂慮。
夢見寵物丟失,則意味著朋友和自己斷絕往來。
夢見海在表演,則表明通過你的聰明才智，你會在事業上取得成功。
夢見豪豬或刺蝟的刺,格守貞操，會名揚天下。
夢見被青蛙咬傷,一切困難都會過去。
夢見許多豬,還被豬追，還咬著小腿，說明這筆財不是你想要的，但是不請自來，而且還被咬著了，說明你還要付出點代價，估計是跟感情和婚姻有關的財運。
夢見有蒼蠅或蒼蠅屎飛到你身上把你衣服用髒了,表示有人會藉機向你的上司打小報告，如果你在工作上有缺失應馬上和上司認錯，千萬不可讓小人有機可乘。
夢見你正看動物的尾巴,表示你將會心情愉悅。
夢見你拿刀砍掉一隻動物的尾巴,象徵著由於你自己的不小心因此你要自作自受，忍受一些不幸的事情。
夢見你的屁股長了尾巴,預言你的錯誤行為會帶來災難。
夢見龜入宅中井,吉兆，代表著富貴將至。
夢見豪豬的刺,意味著會格守貞操和名揚天下。
夢見鶴架車,不祥之兆，征伐事。
夢見很多蟲子爬在身上,預示你擁有領導才能，但同時周圍也有很多人佔你便宜。
夢見很多蟲子往自己身上爬,預示很快能康復出院。
夢見雞撲蛇,吉兆，在工作上會有人推薦，在職位上會有提升。
夢見雞上樹,吉兆，做夢者會得到豐厚的財富。
夢見井內有魚,吉兆，代表著將會在他處任職。
夢見鹿在自己家裡,預示你將得到提升。
夢見馬駝錢物,凶兆，代表官位會丟失。
夢見馬行千里,吉兆，說明會有大喜的事情將要來臨。
夢見貓頭鷹從自己的頭頂飛過,不久就要命歸西天。
夢見牛觸人,不祥之兆，寓意著凡事不成功。
夢見牛角見血,吉兆，代表官至上乘。
夢見螃蟹出現,吉兆，代表百病消散。
夢見槍魚拾魚,不祥之兆，會有小病小災。
夢見群馬奔逃,吉兆，代表著所有不好的事情都會消失，好運會隨之降臨。
夢見蛇盤在床下,表示床的主人會得重病，有可能數月之後才會康復。
夢見蛇爬上了床,寓意著床的主人此病非同小可，一定要儘快治療。
夢見蛇在水中游泳,表示你會升官，而這是憑你的實力得來的，所以同事們對你相當佩服，也會跟你配合，讓你工作很順利。
夢見手弄筆硯,吉兆，會得到許久沒有消息的朋友或親人的來信。
夢見鼠咬衣裳,吉兆，預兆著做夢者會如願以償。
夢見跳蚤在跳動,乘車運相當好。
夢見丟了兔子,暗示夢者可能會有一次令人心情悲傷的事情發生，提醒夢者要看得開。
夢見利用兔子做實驗的令人慘不忍睹的場面,對於學者或醫生來說是好兆頭，但提醒夢者在出門時最好不要自己開車，要多注意安全。
夢見蚊子嗡嗡飛行,考試運有惡化的可能。
夢見烏鴉在飛,會面臨各方面的對手。
夢見打死烏鴉,會捷報頻傳。
夢見烏鴉落在誰的頭頂,誰會臥床不起。
夢見屋中生馬,吉兆，寓意著會有大喜或大吉的事情來臨。
夢見兀鷹伏在某處,表明你的敵人或競爭者正在等待著你犯錯誤。
夢見兀鷹正在吞噬天敵,說明你將克服你的困難。
夢見殺死一隻兀鷹,表示會有好運氣。
夢見小鳥從蛋裡孵化出來,剛出生的小鳥吱吱喳喳的叫，表示家庭中會有小生命出生。
夢見一條小蛇突然變成一條大蛇,甚至還向你吐舌頭或噴水，這是一個性夢，蛇就像男性的生殖器，表示你的生理已經有性需求了。
夢見猩猩溫馴友好,預示你將結識一個與眾不同的朋友，他可能成為你的知己或終身摯友。
夢見許多蛇喝妹妹的血,蛇是小人、慾望或誘惑的象徵。
夢見鴛鴦散,不祥之兆，預示著夫妻之間關係會相處的不融洽。
夢見狗嘔吐,意味著孕婦懷孕期間會嘔吐，但不必擔心，嘔吐是懷孕的正常生理反應，是吉兆的象徵。
夢到老虎,預示著將來出生的兒子，是一個堂堂正正、勇者無敵的男子漢。
夢見老虎抱住自己,預示你將生下一個聰明、漂亮的女孩。
夢見在山上騎虎,預示將要喜得貴子。
夢到虎奔過來被咬住而出血,預示會得貴子。
夢見老虎下山撲入懷抱中,預示是生下貴子的徵兆。
夢見與老虎交配,預示著將要生兒子。
夢見看到龍來到家門,必產大貴子，為大吉大利之夢。
夢見龍尾,預示生下活潑開朗的女兒。
夢見抱住龍身,預示生下漂亮的女兒。
夢到龍昇天,預示生下的兒子長大會成為頂天立地的男子漢。
夢見龍鑽入懷抱,預示將來生下的兒子會名聲遠揚。
夢見在水井中發現龍,預示將來生下的兒子會飛黃騰達。
夢見龍進屋,預示將來生下的兒子事業有成，聲譽家喻戶曉。
夢到龍纏身,預示會喜得貴子，自己的孩子將來一定會是傑出的人才。
夢到龍頭,預示生下的兒子，將來會成為英俊倜儻、知識淵博的才子。
夢到黑色鳥孵化蛋,暗示跟別人發生了口角糾紛。
夢見鴛鴦,意味著生漂亮的女兒。
夢到麻雀落入自己的懷抱,意味著會生下平凡的女兒。
夢見溫順的牛,預示會生女兒。
夢見白蛇爬入懷中,預示做夢人會生千金。
夢見在水井中發現蛇,預示將生下活潑開朗，氣宇非凡的男孩。
夢見黑魚鑽進衣服裡,預示生男孩。
夢見自己捉魚,預示生下的兒子一定會出人頭地，有一番作為。
夢見遭蜂刺螫,金錢運急速下降。
夢見章魚、鰻魚等動物,還有男性性特徵的意味。
夢見你制伏一隻獅子,表示你的運氣好，沒什麼坎坷，做事情也比較順利，同時你也博得很多異性的好感，得到很多幫助。
夢見豬羊騷癢,不祥之兆，代表著在未來的日子裡會與人有口舌之爭。
夢見悠揚的蛀鳴聲,表明會有快樂的事情將要降臨到你身上。
夢見雜亂的蛀鳴聲,則是一個不太好的夢，表明有小人再說你的壞話，不過不必擔心，謠言將會不攻而破。
夢見給人橘子,會受到人的讚揚。
夢見剝橘子皮,則意味著生意能夠獲利。
夢見撿檳榔,則預示著事業上的成功。
夢見自己獨自坐著嚼檳榔包,老朋友斷絕與自己的友。
夢見檳榔從手中掉落,則預示著事業一敗塗地。
夢見給戀人檳榔,則是分道揚鑣的預兆。
夢見得到檳榔,會與自己的侶喜結良緣。
夢見購買檳榔,貴客會登門。
夢見從戀人那裡得到檳榔,兩人都能得到幸福。
夢見給自己的女朋友檳榔,意味著各奔前程。
夢見把檳榔送給別人,就意味著和女人建立友誼。
夢見給別人橄欖,會擢升。
夢見自己拿著橄欖枝,要去溜門撬鎖，會被當場抓獲。
夢見購買西紅柿,預示夢者不久客人會登門。
夢見別人送給自己玫瑰,預示你在事業、社交方面會取得令人讚賞的成功。
夢見枯萎的玫瑰,表示傷心，預示你可能會遇到令你難過的事。
夢見風吹落櫻花,預示愛情有顯著進展，可能會有場幸福的約會，但要小心因為錢財發生爭執。
夢見朵朵凋零,表示可能會患上疾病，而男生做此夢，表示妻女可能會有災禍降臨，你要盡全力去保護他們的安全。
夢見芍藥花,則表明近一時期你比較煩惱，有令你傷感的事情發生。
夢見的是枯萎的花,那意思便剛剛相反了。
夢見花更好看,是祥兆。
夢見開花結果,兆妻有身孕。
夢見摘鮮花,意味著生意興隆，家庭和睦。
夢見有人送給自己花環,則意味著婚姻幸福美滿。
夢見很多成熟的杏子堆在一起,而且還吃了。
夢見自己在很高的樹上坐著,靠在一個樹枝上，看不到底的感覺。
夢見砍去松柏,主父母棄養。
夢見桑葉,預示著不久會看到或收穫自己的勞動成果。
夢見蠶再吃桑葉,預示著自己會心想所成。
夢見自己手進而拿著棕樹葉,目前所從事的事業會取得輝煌的勝利，長途旅行者夢見棕樹，旅行將會順利，能平安地到達目的地。
夢見從棕樹上下來或掉下來,則是失敗的預兆，是不祥之兆，預示身體衰弱，收入減少。
夢見自己手拿棕樹葉,則意味著事業會取得輝煌的勝利。
夢見花椰菜,仕宦夢之，主人顯揚;常人夢之。
夢見給丈夫洋蔥頭,預示會委靡不振。
夢見做洋蔥頭買賣,預示生意會興攏。
夢見賣洋蔥頭,預示著生意興攏。
夢見大樹落葉,吉兆，住宅祥和。
夢見吃地瓜,預示著好運增加。
夢見和別人一起吃地瓜,意味著在自己有困難或需要得到別人幫助的時候，會有人伸出援助之手。
夢見房屋上長松樹,吉兆，代表官居高位、門庭顯赫。
夢見乾的糧食,暗示財富沒有預期的那麼多。
夢見很多糧食等待收貨,預示你的努力會得到豐碩的回報，取得令人欣慰的成功。
夢見槐樹枝繁葉茂,表示你的感情豐富深刻，深切真實。
夢見剝桔子皮或擠橘子汁,預示會有大生意，利潤豐厚。
夢見踩上桔子皮滑倒,預示親戚的死亡。
夢見林子里長新樹,吉兆，預示著家裡添貴子。
夢見地生柳,主諸事悠長之象。
夢見水中柳,吉。
夢見倒垂柳,兇。
夢見送別人桔子,預示你會受到別人的喜愛和讚揚。
夢見門中間生果樹,吉兆，預示著妻子有孕。
夢見爬上樹,枝枝折斷，凶兆，會有死傷。
夢見生活、睡在樹林裡,不祥之兆，身體會生病。
夢見手掌上長樹,不祥之兆，需要憂慮父母。
夢見蒜,預示秘密會暴露，導致他人與自己吵架，倒黴的事接連不斷。
夢見成堆的蒜,暗示全家人會憂慮重重。
夢見蒜髮芽,意味著家裡會有新的生命誕生。
夢見熟西瓜,預示自己即將分娩小孩，是祥瑞。
夢見生西瓜,是凶兆，多注意自己的身體健康。
夢見蘿蔔,預示會生兒子。
夢見這段櫻花樹枝,健康方面出現陰影。
夢見種子丟了或是被人偷了,還可能暗示雖然懷孕，最後卻沒能如意地生個男孩。
夢見有人搶自己手裡的西瓜,會打輸官司，損失巨大。
夢見吃腐爛豌豆,會人危淺。
夢見打穀場上成堆的豌豆,收入會豐厚。
夢見自己的客廳裡鋪滿了豌豆,妻子或孩子要病倒。
夢見吃豌豆的葉子,為了生存只好幹繁重的體力活兒。
夢見吃幹豌豆,會精打細算，勤儉過日子。
夢見吃油炸豌豆,是不祥之兆，每天所得，僅夠餬口。
夢見做豌豆生意,是凶兆，生意要倒閉。
夢見磨豌豆,不久會被送進監牢。
夢見裝滿貨物的車輛,要交好運。
夢見空車,暗示做夢人還需要不斷努力，才能有真正的收穫，取得成功。
夢見壞掉的車輛,預示重要事件的失敗。
夢見賣車,預示事業方面的不利變化。
夢見坐在在大樓之間行駛的電,生活將開始忙碌。
夢見貨車來往運輸的情景,象徵生意興隆，業務繁忙。
夢見貨車裝滿了貨物,預示做夢人收穫豐厚，財源廣進。
夢見裝滿東西的貨車,還可能預示婚姻會發生危機，要與丈夫分居。
夢見貨車裡總裝不滿貨物,暗示你慾望沒有止境。
夢見自己在開裝滿貨物的貨車,預示你有機會發大財，取得極大收穫。
夢見坐飛車,愛運非常順利。
夢到自己開車上路,每一次都是會遇到好多驚險情況不過都被我躲過了。
夢見自己在等候電車,暗示你在等待一段朦朧的感情， 可能你對某人很有好感，但剛剛開始交往。
夢見坐在電車上,預示你會得到期待的愛情。
夢見自己在開電車,表示你對這段感情充滿信心，生活充滿希望。
夢見電車中途拋錨,暗示你的感情要遭遇挫折。
夢見坐在大樓之間行駛的電車上,生活將開始忙碌，將為受人委託的事而東奔西跑，連休息的時間也沒有。
夢見有固定班次,並在軌道上行駛的火車，通常象徵計劃順利，或者正按陪就班執行。
夢見自己坐火車,而且行駛的路線很熟悉。
夢見坐在豪華舒適的高級列車上,暗示你可能競爭意識太強，太喜歡爭強好勝，令朋友們有些疏遠，自己有些孤獨。
夢見火車駛入隧道,預示你會遭遇挫敗和打擊，或面臨重大事件前內心的焦慮。
夢見自己坐的列車遇到了事故,暗示你可能會受到誤解，被人議論、非議，聲譽受到損害，在人際交往中感到重重壓力。
夢見火車在急速爬坡,預示你可能要生病，近期要注意身體健康，尤其要防備悒鬱成疾，要努力保持樂觀開朗的心態。
夢見火車晚點了,預示你對計劃可能有些猶豫，或是在感情方面對戀人還有些拿不定主意。
夢見火車脫軌或撞車等,提醒你防備災禍、打擊。
夢見列車出軌等災難場面時,人們驚慌失措，而你非常冷靜並可以控制局面，這樣的夢，表示你心中正渴望承擔責任，或是覺得自己的領導能力沒有得到應有的認可。
夢見火車頭,則是旅行、進步與社會地位的象徵。
夢到火車車廂則,預示暗示而非汽車旅行。
夢見敞篷的兩輪馬車,預示著你的全家幸福、快樂。
夢見馬車很多,排成一字形長蛇陣，暗示你會發大財。
夢見騎著腳踏車奔馳在街上的話,表示你想從原有的環境中跳脫出來。
夢見載重車,會與人打官司。
夢見乘載重車,生意會蕭條。
夢見做汽車買賣,會發大財。
夢見客貨車,不久要搬家。
夢見空貨車,有可能轉到別的監獄。
夢見開滿貨物的貨車,能發大財。
夢見你推輛滿載貨物的手推車,你很快會高興地結交一個朋友。
夢見翻倒的手推車,預示表示你但你的努力會得到報答。
夢見滿栽貨物的手推車,表明你在人際交往中很會把握方向。
夢見空的手推車,或是翻倒的手推車，表明你離成功還有一段距離，但你的努力最後會得到回報。
夢見推土機,不祥之兆，生活會遇到困難。
夢見換輪胎,不管是汽車胎，還是自行車，通常都是提醒你注意要有後備資源，好應付不時之需。
夢見買新輪胎,通常象徵會擺脫原先的憂慮。
夢見輪胎爆了,暗示你生活裡可能會有隱藏的矛盾問題。
夢見丟失輪胎,是在提醒你要學會自控，不能太粗心大意。
夢見車輪的車轍,能交好運。
夢見車轍,也許要去很遠的城市去治病，要注意避免旅途中過度勞頓。
夢見輪胎,表明你處事細心，能做到有備無患。
夢見去失輪胎,是在提醒你要學會自控，不能太粗心大意。
夢見輪胎癟了,是在暗示你凡事都會有小的磕磕碰碰。
夢見自己的輪胎變成了彩色輪胎,上面畫著各種各樣的圖案，花花綠綠的，倒也不難看。
夢見彎曲的車轍,還預示前方會遇到問題。
夢見自己開車在高速公路上,通常象徵事情進展順利，目標將要達成。
夢見從高速路上跳下來,說明成功路上，可能因半途放棄而錯失機會。
夢見高速公路,會適當的理財，也是為自己留條後路，千萬別做月光族。
夢見在海上行船,意味著困難重重，應該拋棄幻想，做好長期努力的準備。
夢見有人拔你的鬍子,那就是你的力量和尊嚴被人蔑視，你將受到他人的侮辱。
夢見自己坐在飛碟上,朋友之間將有誤會，但只要努力把誤會解釋清楚，便不難挽回友情。
夢見乘坐飛碟到達未知的地方,這時很容易做出越軌的事情，要用理智戰勝衝動，不可屈服於各種各樣的誘惑。
夢見飛碟在進行戰爭,情敵出現的可能性很大，但堅持戰鬥下去，一定可以戰勝情敵，獲得最後的勝利。
夢見自己一個人坐在救護車上,表示你可能會因為私生活不檢點犯錯誤，被人指責議論。
夢見好幾個人坐在救護車上,表示你最近可能會遇到令人頭痛的事，被人議論紛紛，內心煩亂。
夢見救護車,股市暗示注意與汽車有關的股票。
夢見折斷了舵,則暗示你可能會遇到危險，近期最好儘可能避免旅行。
夢見別人掌舵,是吉兆，生意會順利興旺。
夢見行船是不用舵,收入會增加。
夢見搭船時看見船舵,表示一切順心。
夢見火箭,通常象徵有財運，賺錢很多，但未免花銷也大，錢財來去匆匆。
夢見去參觀火箭展覽,則暗示自己收入低微，經濟困難，只能觀望別人的成就。
夢見出售火箭,是不祥之兆，倒黴的日子會來到。
夢見自己在製造火箭,預示你將要被人賞識重用，身份地位快速提升，收入增多或是將要戰勝敵人。
夢到自己像火箭一樣往上躥,表示你在任何一項計劃上都能迅速取得進展。
夢到飛機)相似,只是火箭的象徵意義中的目標更遠大。
夢見自己來到了火箭發射現場,親眼目睹了火箭升空的全過程。
夢見火箭發射,表明你的財運較好，財運旺盛，預示著你會掙到許多錢，但開銷較大。
夢見火箭升空,表明你的生意興隆，意味著你是位過路財神，錢來得快，去得也快。
夢見綠燈突然滅了,暗示做夢人會有小小挫折，宜謹慎應對。
夢見看到船隻的桅杆,表示你會有愉快的長途旅行，旅程會結交許多有趣的朋友，並獲得許多新籤的東西。
夢見一條因觸礁而沉默的船,看得見的只剩上面的桅杆，意味著你的四周環境已經有了變化，使得你不得不提高警惕，收起玩了的心情。
夢見遇到消防車,預示你的願意無法實現，尤其戀愛中的雙方，將因熱情消退而分手。
夢見消防車,股市暗示將是冷淡不上場、上勢。
夢見自己駕駛一輛消防車,表示她將做某些不像貴婦人所為的讓人不愉快事情。
夢見高車駟馬,預示能取得好成績。
夢見車輦,要交好運。
夢見乘坐在裝滿寶石的船上,如果你是女士，將會喜得貴子，否則一般都與財富有關，近期你將會財運亨通，發大財。
夢見掌握不好的方向盤表示無法自控,夢見車燈或擋風玻璃的雨刷出毛病表示看不清方向，夢見油用完了表示缺乏精力，夢到車胎爆表示“洩了氣”。
夢見自己是個大官,開車去視察，友現土地很荒涼，地都乾裂了，上面的莊稼也枯萎了，當地的農民都窮得衣衫襤褸，於是他忍不住痛哭了。
夢見和她丈夫在公共汽車上,沒有座位，站著。
夢見車開很快,就快要出車禍，表示你對戀存有不安。
夢見自己坐在一輛很棒的跑車上,表示這段單戀不可能實現。
夢見自行車是吉兆,自行車能載人。
夢見騎著自行車飛快地奔馳,預示著夢者目前諸事順利;。
夢見推著自行車,表明夢者的計劃在穩步進行;。
夢見自行車掉鏈子,暗示夢者將在工作中遇到小麻煩;。
夢見自行車破舊不堪,表示夢者可能對伴侶厭惡;。
夢見自己坐在床上,或是椅子上飛行，則暗示你內心渴望冒險，但又不敢太過激進，不甘心平庸，但又有點不願意打破常規，拋棄舒適的享受。
夢見自己乘坐一架名叫“飛鷹”的飛機,飛機飛得很高，好像星星和月亮就在窗外一樣，伸手便可摘到星辰了。
夢見自己看到飛機,預示你將有一次愉快的旅行。
夢見自己坐在飛機上,意味著事業的飛黃騰達。
夢見自己駕駛飛機,表明你具有出色的領導才能。
夢見直升機在飛行,預示你會取得突飛勐進的進展。
夢見公共汽車,通常表示你正為實現自己的目標而努力。
夢見汽車異常破舊,則表示你對眼前的事情有潛在的擔心。
夢見車裡非常擁擠,讓你非常不舒服，則表示在發展過程中，或是眼前事情的進行中，有很多事讓你感到非常煩惱。
夢見自己在等公共汽車,預示你需要等待事業或生活的轉機。
夢見自己乘公共汽車,預示你正處在事業發展的道路上。
夢見自己在開公共汽車,預示你會實現自己的目標，並會在這個過程中影響別人的命運。
夢見自己乘坐公共汽車穿過街道,預示和朋友之間的誤會，你會做出愚蠢的承諾。
夢見自己在公共汽車上,但遇到事故停了車，或是拋了錨，則暗示你可能會遇到經濟困難，不得不過一段困窘低迷的日子。
夢見轎車,是財富的象徵。
夢見坐在小轎車內,表示你會有不錯的工作，也讓人很羨慕。
夢見晚上坐轎車,表示你有不可告人的密秘。
夢見跟異性一起坐,表示可能會有醜聞爆發。
夢見你是轎車司機,表示你的工作是出賣勞力的，發展前途有限。
夢見船在航行之後將要到達彼岸,這樣的夢，預示事業上，經過很長一段時期的努力後，終於將要實現目標，獲得成功。
夢見有船進港的情景,通常預示會傳來好消息，帶來好結果，令人期待。
夢見船靜靜地停在港口的情景,預示你會有大筆收入，或是生意帶來豐厚利潤。
夢見坐船出遠門,預示會搬遷，或是開始新生活。
夢見自己乘坐的船進了水,但快沉時，突然靠了岸，預示遇到困難時，你會得到陌生人的幫助，在關鍵時刻，會突然發生峰迴路轉，起死回生的轉折，最終戰勝困難。
夢見船要沉沒,暗示做夢人將會面臨危機、要提高警惕，多做準備。
夢見沉船和海灘等災難場面,人們驚慌失措，而你非常冷靜並可以控制局面，這樣的夢，則表示你心中正渴望承擔責任，或是覺得自己的領導能力沒有得到應有的認可。
夢見坐船進入國外的海域,象徵你會進入陌生的領域，既有風險，也有廣闊的機會。
夢見坐船穿過一個狹窄的水道,預示會突破瓶頸，生活進入一個新階段。
夢見坐氣墊船在海上行駛,表示你有很多朋友，並且還會不斷結識新朋友，並會從友情中獲益匪淺，生活充實快樂。
夢見在湖泊或池塘划船,預示你會有好運氣。
夢見坐著船在海上釣魚,預示你會有大筆進項。
夢見丟了船,意味著夢者喪失了改變現關的機遇。
夢見在一艘大船上逗留,表明夢者的注意力會從個人轉到集體或團隊。
夢見坐船駛入小鋼網,或是搭別人的船出海，還可能表達了你心中對性愛的憧憬。
夢到開車的人如果不是自己,就是與自己有關的人，駕駛汽車就如同駕駛著自己的人生，而汽車所去的方向則意味著自己的生活道路指示，開車代表著做夢者自己對人生自由的渴望程度。
夢見騎著摩托車飛馳,表示你會通過獨特的辦法，處理眼前的事情，也許會做一些調整，但最終進展非常順利。
夢見自己騎著摩托車躲過了別人的追趕,預示你可以把危機和緊急情況處理得很好。
夢見騎摩托車時被撞倒,則是提醒你要謹慎穩重，快捷並不是長久之計，有時也會因為輕率造成嚴重的損失。
